FID;Kod_region;Region;Kod_distri;District;Kod_munici;Municipal;Kod_part_o;Part_ofmun;Kod_local;Local_part;Day;Month;Year;Time fire H;Alarm_leve;Type_of_bu;x;y;Surface;Ownership;Initiator;Popis;slope;elevation;aspect;dist_road;distanc_ri;relativ_hu;Code_lanco;pop_densit;temperatur;wind_speed;Risk_AHP;Risk_fu_AH
4883;CZ051;Liberecký kraj;CZ0513;Liberec;564184;Křižany;796697;Žibřidice;0; ;22;9;2006;12.9525;I.;les vysokokmenný - jehličnany (620);-702424;-974863;2;státní vlastnictví;jiné;nezjištěno;3.76527;351.653992;221.695999;0;8257.290039;88.413498;112;171.667007;12.95180035;3.329770088;4;4
4884;CZ051;Liberecký kraj;CZ0513;Liberec;530433;Kunratice;728314;Kunratice;0; ;26;3;2010;16.56277778;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-688011;-956740;2; ;dále nedošetřovaný iniciátor; ;1.52064;291.264008;57.810398;295;3276.75;88.574898;112;171.667007;3.389950037;4.428110123;4;4
4885;CZ051;Liberecký kraj;CZ0513;Liberec;564206;Lázně Libverda;679381;Lázně Libverda;0; ;13;3;2011;14.40722222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-677071;-961588;0;obecní majetek;dále nedošetřovaný iniciátor;nezjištěno;7.65525;421.48999;187.906998;0;6464.75;91.011497;243;171.667007;2.452970028;4.94314003;4;3
4886;CZ051;Liberecký kraj;CZ0513;Liberec;564206;Lázně Libverda;679381;Lázně Libverda;0; ;29;11;2014;14.025;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-674679;-962501;0;státní vlastnictví;jiné;nezjištěno;13.1471;580.247009;182.544006;0;4119.040039;91.548103;313;171.667007;2.151269913;5.716020107;4;4
4887;CZ051;Liberecký kraj;CZ0512;Liberec;563889;Liberec;0; ;556891;Liberec-Vratislavice nad Nisou;29;8;2015;19.94305556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-683983;-976950;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;5.65568;568.039978;317.243988;0;1260.939941;90.492203;312;209.393005;16.12229919;3.31159997;5;5
4894;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Vi-Rochlice;0; ;22;4;2015;19.82972222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687085;-975272;1;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.95829;413.903992;175.016006;0;1152.839966;90.060501;243;171.667007;6.927239895;4.051949978;4;3
4895;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Vi-Rochlice;0; ;21;5;2011;15.54555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687915;-976247;2; ;dále nedošetřovaný iniciátor; ;1.05067;369.763;291.593994;0;96.1726;89.854301;122;171.667007;12.35050011;3.521179914;4;3
4896;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Vi-Rochlice;0; ;16;5;2015;19.10111111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687100;-975255;0;obecní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.55532;411.600006;185.123001;0;1137.839966;90.058998;243;171.667007;12.30860043;3.570729971;4;3
4905;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xii-Staré Pavlovice;0; ;28;4;2012;21.41861111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-688379;-971370;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor;nezjištěno;8.53205;363.937988;173.537994;0;570.088013;90.085701;311;171.667007;7.053750038;3.923120022;4;4
4906;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xii-Staré Pavlovice;0; ;1;12;2008;19.8775;I.;les vysokokmenný - jehličnany (620);-688875;-972225;0;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.65469;367.687988;175.518005;0;0;89.945297;112;171.667007;-0.069957703;4.699999809;4;3
4910;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xiv-Ruprechtice;0; ;21;7;2013;16.57361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-684317;-972483;0; ;dále nedošetřovaný iniciátor; ;9.91489;671.607971;187.876999;0;3841.550049;90.717003;312;171.667007;15.52560043;4.135890007;4;3
4911;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xix-Horní Hanychov;0; ;14;6;2014;11.47027778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-692703;-976315;0;státní vlastnictví;dále nedošetřovaný iniciátor; ;8.62587;700.541016;30.2936;0;3880.149902;89.273102;312;171.667007;13.14280033;4.515019894;5;5
4912;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xix-Horní Hanychov;0; ;7;7;2014;14.76722222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-691868;-977891;0;státní vlastnictví;dále nedošetřovaný iniciátor; ;14.2504;668.638977;101.929001;0;3871.370117;89.253197;312;171.667007;15.28999996;4.210000038;5;5
4913;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xix-Horní Hanychov;0; ;4;7;2010;11.79611111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-692945;-977102;0; ;dále nedošetřovaný iniciátor; ;22.6597;751.471985;100.070999;0;4490.22998;89.197899;312;171.667007;14.63519955;4.796710014;5;4
4914;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xix-Horní Hanychov;0; ;9;8;2015;15.54694444;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-692203;-977893;1;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;15.7626;768.661987;89.412598;0;4190.419922;89.219803;312;171.667007;15.06709957;4.199069977;5;5
4916;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xix-Horní Hanychov;0; ;3;10;2015;16.36333333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-693606;-977195;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.4244;974.765991;193.360992;0;4966.02002;89.126404;324;171.667007;6.24093008;7.545660019;5;4
4918;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xvii-Kateřinky;0; ;6;6;2011;15.49944444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686058;-970744;1;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;8.81801;411.962006;223.466995;0;2500.969971;90.526497;112;171.667007;14.77130032;3.677779913;5;5
4920;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xv-Starý Harcov;0; ;9;1;2014;19.09083333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685005;-972363;0;obecní majetek;dále nedošetřovaný iniciátor; ;7.46577;603.155029;269.095001;0;3232.840088;90.605598;312;171.667007;-2.402280092;6.198440075;5;5
4921;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xv-Starý Harcov;0; ;29;4;2010;18.0025;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685054;-973811;0; ;dále nedošetřovaný iniciátor; ;2.68956;457.687988;270.565002;0;2785.620117;90.505302;243;171.667007;6.68156004;4.222060204;5;5
4922;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xv-Starý Harcov;0; ;3;8;2015;15.15638889;I.;les vysokokmenný - jehličnany (620);-683756;-972612;1;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.94515;676.888;260.709991;0;4255.899902;90.805901;312;171.667007;15.27700043;4.023749828;4;3
4926;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxi-Rudolfov;0; ;20;4;2013;18.99388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-684062;-972188;0; ;dále nedošetřovaný iniciátor; ;13.8176;691.219971;113.264999;0;4118.200195;90.7798;312;171.667007;5.604040146;5.082660198;4;3
4927;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxix-Kunratice;0; ;16;2;2011;21.48333333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-684668;-975955;0; ;dále nedošetřovaný iniciátor; ;4.36133;432.628998;327.79599;0;1478.73999;90.436302;243;178.985001;-1.136309981;4.821559906;4;4
4928;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxix-Kunratice;0; ;30;3;2011;16.07388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-684702;-975785;2; ;dále nedošetřovaný iniciátor; ;4.24127;435.821991;198.737;0;1530.189941;90.441101;243;176.593994;2.664419889;4.83096981;4;4
4929;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxix-Kunratice;0; ;28;8;2013;8.876388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-684608;-975354;0; ;dále nedošetřovaný iniciátor; ;4.55485;441.997009;27.868799;0;1820.609985;90.484802;243;171.667007;16.27630043;3.248039961;4;4
4931;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxxii-Radčice;0; ;12;3;2014;16.4675;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687680;-970318;0; ;dále nedošetřovaný iniciátor; ;2.68271;406.048004;187.893005;0;1813.969971;90.273697;231;171.667007;2.960500002;4.639500141;5;4
4932;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxxii-Radčice;0; ;9;3;2014;16.96916667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-688413;-970176;0;soukromé a osobní vlastnictví;dále nedošetřovaný iniciátor; ;4.11116;377.34201;302.109009;0;1711.109985;90.156197;112;171.667007;3.002320051;4.597680092;4;4
4933;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxxii-Radčice;0; ;2;10;2015;16.46277778;I.;les vysokokmenný - smíšený (622);-688498;-971341;2;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.70973;375.300995;197.089996;0;599.088013;90.067001;311;171.667007;8.451330185;4.44866991;4;4
4934;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxxii-Radčice;0; ;5;10;2015;16.72888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687681;-970318;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.67819;406.062012;186.399002;0;1813.619995;90.273499;231;171.667007;8.301819801;4.639450073;5;4
4935;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxxiv-Bedřichovka;0; ;27;7;2006;23.06083333;I.;les vysokokmenný - smíšený (622);-691903;-969879;1;státní vlastnictví;jiné;nezjištěno;4.5938;375.598999;246.410995;181;897.718994;89.770103;243;171.667007;16.62290001;3.201020002;4;4
4936;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;11;3;2014;21.77944444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685310;-975508;0; ;dále nedošetřovaný iniciátor; ;2.78448;459.223999;183.977005;0;1358.099976;90.353302;231;171.940994;2.754149914;4.745850086;4;4
4937;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;24;4;2013;18.41055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686631;-976110;1; ;dále nedošetřovaný iniciátor; ;4.14972;403.388;212.755005;0;483.56601;90.0858;121;171.667007;6.937240124;4.056540012;5;4
4938;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;16;8;2007;18.73305556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686028;-977754;0;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;nezjištěno;5.50046;403.753998;343.013;0;0;90.085899;112;171.667007;16.3973999;3.171279907;4;3
4939;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;31;8;2013;13.69694444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686181;-976312;0; ;dále nedošetřovaný iniciátor; ;7.69412;426.174011;291.421997;0;281.56601;90.1511;231;171.667007;16.56699944;3.132390022;5;4
4940;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;15;8;2011;10.22361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686137;-976126;0;soukromé a osobní vlastnictví;dále nedošetřovaný iniciátor; ;4.99755;409.450012;338.755005;0;467.56601;90.170502;231;171.667007;16.55050087;3.154619932;5;4
4941;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;14;8;2015;14.95666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686555;-975336;0;obecní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.79353;419.582001;289.442993;0;1205.430054;90.1483;112;171.667007;16.62619972;3.158449888;5;4
4942;CZ051;Liberecký kraj;CZ0512;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;6;9;2015;10.71055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685141;-980670;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.70326;598.296021;78.866997;0;1649.930054;90.055;231;184.434998;11.92469978;4.163799763;4;3
4943;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;2;10;2015;11.315;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-686880;-978693;0;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.8939;447.781006;65.239197;0;936.065002;89.877998;312;171.667007;8.020150185;4.743309975;5;5
4945;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;29;10;2015;17.75083333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685454;-975244;0;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.778863;450.96701;59.382198;0;1525.869995;90.345001;312;171.667007;8.181260109;4.750619888;4;4
4946;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;27;10;2015;21.16;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685513;-975236;0;obecní majetek;fyzikálně chemické /termické/;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.37573;452.244995;188.858002;0;1510.630005;90.335297;312;171.667007;8.184459686;4.752230167;4;4
4947;CZ051;Liberecký kraj;CZ0513;Liberec;563889;Liberec;0;Liberec Xxx-Vratislavice Nad Nisou;0; ;24;11;2012;19.73166667;I.;lesní těžba (625);-685104;-976162;0;nezjištěno nebo jiný druh. nelze specifikovat;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;nezjištěno;8.04531;423.306;280.338989;0;1063.280029;90.347504;312;175.998993;2.655339956;4.694980145;4;4
4948;CZ051;Liberecký kraj;CZ0513;Liberec;564231;Mníšek;697591;Fojtka;0; ;29;4;2010;16.05;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685936;-967820;1; ;dále nedošetřovaný iniciátor; ;9.30095;474.126007;200.460999;0;4730.75;90.557404;243;171.667007;6.258039951;4.499579906;5;5
4949;CZ051;Liberecký kraj;CZ0513;Liberec;564231;Mníšek;697591;Fojtka;0; ;23;7;2006;11.62583333;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-683961;-968066;2;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.88625;728.611023;310.083008;0;5796.220215;90.932602;312;171.667007;14.69139957;4.68324995;5;4
4950;CZ051;Liberecký kraj;CZ0513;Liberec;564231;Mníšek;697583;Mníšek;0; ;1;9;2015;13.52;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-687826;-966213;0;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;nezjištěno;2.77202;375.112;248.604004;76;5099.959961;89.9981;112;171.667007;12.53660011;3.588449955;4;4
4952;CZ051;Liberecký kraj;CZ0513;Liberec;564265;Nové Město Pod Smrkem;0;Hajniště;0; ;9;7;2006;7.494166667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-675934;-957240;0;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.09265;432.455994;248.307007;0;7504.680176;90.442001;243;171.667007;16.38969994;3.498169899;4;3
4953;CZ051;Liberecký kraj;CZ0513;Liberec;564265;Nové Město Pod Smrkem;706515;Ludvíkov Pod Smrkem;0; ;20;7;2006;20;I.;les vysokokmenný - jehličnany (620);-674902;-959690;2;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.4448;517.874023;11.8394;0;5842.649902;91.0224;312;171.667007;16.07349968;3.713249922;4;4
4954;CZ051;Liberecký kraj;CZ0513;Liberec;564265;Nové Město Pod Smrkem;706515;Ludvíkov Pod Smrkem;0; ;23;7;2006;11.51027778;I.;les vysokokmenný - jehličnany (620);-674902;-959690;0;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.4448;517.874023;11.8394;0;5842.649902;91.0224;312;171.667007;16.07349968;3.713249922;4;4
4955;CZ051;Liberecký kraj;CZ0513;Liberec;564265;Nové Město Pod Smrkem;0;Ludvíkov Pod Smrkem;0; ;8;8;2015;8.568055556;II.;les vysokokmenný - jehličnany (620);-672478;-960300;2;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.47279;752.919983;157.671005;1;3918.52002;91.504303;313;171.667007;15.04409981;4.102300167;5;5
4958;CZ051;Liberecký kraj;CZ0513;Liberec;564265;Nové Město Pod Smrkem;706523;Nové Město Pod Smrkem;0; ;26;7;2006;15.53333333;I.;les vysokokmenný - jehličnany (620);-672383;-959204;0;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.51925;562.210022;115.995003;0;4891.180176;91.322197;313;171.667007;15.66819954;3.899859905;5;5
4959;CZ051;Liberecký kraj;CZ0513;Liberec;564281;Oldřichov V Hájích;0;Oldřichov V Hájích;0; ;4;10;2015;18.52861111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-685397;-963579;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;19.3204;643.997009;149.996002;941;5666.560059;90.002899;311;171.667007;7.431950092;5.914319992;5;5
4961;CZ051;Liberecký kraj;CZ0513;Liberec;564371;Raspenava;0; ;0; ;29;9;2012;15.39777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-682097;-962224;0; ;dále nedošetřovaný iniciátor; ;6.6279;389.028015;329.037994;0;4527.410156;90.320801;313;171.667007;12.57610035;3.532409906;5;5
4962;CZ051;Liberecký kraj;CZ0513;Liberec;564371;Raspenava;739448;Raspenava;0; ;3;3;2014;16.76;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-678296;-961354;2;obecní majetek;dále nedošetřovaný iniciátor; ;8.61622;398.845001;118.987999;0;6288.47998;90.779297;313;171.667007;2.69746995;4.722380161;5;4
4963;CZ051;Liberecký kraj;CZ0513;Liberec;564371;Raspenava;739448;Raspenava;0; ;25;3;2010;11.48333333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-682075;-959440;0; ;dále nedošetřovaný iniciátor; ;3.18827;325.100006;23.2505;0;2153.409912;89.8806;112;171.667007;3.200000048;4.5;4;4
